powiat_code,powiat_name,year,female_population,male_population,gender_ratio
1206000,Powiat krakowski,2019,142608,136631,95.81
1206000,Powiat krakowski,2020,150617,145023,96.29
1206000,Powiat krakowski,2021,151891,146216,96.26
1206000,Powiat krakowski,2022,153037,147252,96.22
1206000,Powiat krakowski,2023,154039,148308,96.28
1206000,Powiat krakowski,2024,154977,149301,96.34
1207000,Powiat limanowski,2013,64178,64367,100.29
1207000,Powiat limanowski,2014,64504,64569,100.1
1207000,Powiat limanowski,2015,64871,64828,99.93
1207000,Powiat limanowski,2016,65143,65146,100.0
1207000,Powiat limanowski,2017,65444,65520,100.12
1207000,Powiat limanowski,2018,65686,65837,100.23
1207000,Powiat limanowski,2019,65802,65962,100.24
1207000,Powiat limanowski,2020,65590,65555,99.95
1207000,Powiat limanowski,2021,65727,65605,99.81
1207000,Powiat limanowski,2022,65824,65725,99.85
1207000,Powiat limanowski,2023,65910,65744,99.75
1207000,Powiat limanowski,2024,65896,65730,99.75
1208000,Powiat miechowski,2013,25405,24561,96.68
1208000,Powiat miechowski,2014,25324,24500,96.75
1208000,Powiat miechowski,2015,25210,24382,96.72
1208000,Powiat miechowski,2016,25146,24359,96.87
1208000,Powiat miechowski,2017,25037,24278,96.97
1208000,Powiat miechowski,2018,24941,24196,97.01
1208000,Powiat miechowski,2019,24776,24042,97.04
1208000,Powiat miechowski,2020,24233,23523,97.07
1208000,Powiat miechowski,2021,24076,23270,96.65
1208000,Powiat miechowski,2022,23950,23048,96.23
1208000,Powiat miechowski,2023,23801,22866,96.07
1208000,Powiat miechowski,2024,23616,22689,96.07
1209000,Powiat myślenicki,2013,62453,61538,98.53
1209000,Powiat myślenicki,2014,62719,61763,98.48
1209000,Powiat myślenicki,2015,63013,62007,98.4
1209000,Powiat myślenicki,2016,63316,62331,98.44
1209000,Powiat myślenicki,2017,63664,62675,98.45
1209000,Powiat myślenicki,2018,64028,63000,98.39
1209000,Powiat myślenicki,2019,64374,63226,98.22
1209000,Powiat myślenicki,2020,65187,63921,98.06
1209000,Powiat myślenicki,2021,65349,64042,98.0
1209000,Powiat myślenicki,2022,65363,64175,98.18
1209000,Powiat myślenicki,2023,65504,64339,98.22
1209000,Powiat myślenicki,2024,65593,64391,98.17
1210000,Powiat nowosądecki,2013,105940,105105,99.21
1210000,Powiat nowosądecki,2014,106292,105538,99.29
1210000,Powiat nowosądecki,2015,106776,106118,99.38
1210000,Powiat nowosądecki,2016,107233,106631,99.44
1210000,Powiat nowosądecki,2017,107854,107145,99.34
1210000,Powiat nowosądecki,2018,108467,107709,99.3
1210000,Powiat nowosądecki,2019,108794,108002,99.27
1210000,Powiat nowosądecki,2020,107671,106831,99.22
1210000,Powiat nowosądecki,2021,107749,106912,99.22
1210000,Powiat nowosądecki,2022,107879,107054,99.24
1210000,Powiat nowosądecki,2023,107861,107173,99.36
1210000,Powiat nowosądecki,2024,107837,107039,99.26
1211000,Powiat nowotarski,2013,96839,92784,95.81
1211000,Powiat nowotarski,2014,97119,93009,95.77
1211000,Powiat nowotarski,2015,97247,93270,95.91
1211000,Powiat nowotarski,2016,97426,93331,95.8
1211000,Powiat nowotarski,2017,97621,93645,95.93
1211000,Powiat nowotarski,2018,97811,93697,95.79
1211000,Powiat nowotarski,2019,97913,93869,95.87
1211000,Powiat nowotarski,2020,97505,93121,95.5
1211000,Powiat nowotarski,2021,97335,92897,95.44
1211000,Powiat nowotarski,2022,97265,92878,95.49
1211000,Powiat nowotarski,2023,97219,92888,95.55
1211000,Powiat nowotarski,2024,97203,92781,95.45
1212000,Powiat olkuski,2013,58475,55598,95.08
1212000,Powiat olkuski,2014,58289,55361,94.98
1212000,Powiat olkuski,2015,58089,55059,94.78
1212000,Powiat olkuski,2016,57990,54873,94.62
1212000,Powiat olkuski,2017,57818,54721,94.64
1212000,Powiat olkuski,2018,57603,54432,94.5
1212000,Powiat olkuski,2019,57185,54032,94.49
1212000,Powiat olkuski,2020,56024,52899,94.42
1212000,Powiat olkuski,2021,55510,52357,94.32
1212000,Powiat olkuski,2022,55009,51834,94.23
1212000,Powiat olkuski,2023,54519,51381,94.24
1212000,Powiat olkuski,2024,54096,50904,94.1
1213000,Powiat oświęcimski,2013,79645,75395,94.66
1213000,Powiat oświęcimski,2014,79631,75346,94.62
1213000,Powiat oświęcimski,2015,79558,75261,94.6
1213000,Powiat oświęcimski,2016,79423,75158,94.63
1213000,Powiat oświęcimski,2017,79256,75036,94.68
1213000,Powiat oświęcimski,2018,78981,74756,94.65
1213000,Powiat oświęcimski,2019,78820,74666,94.73
1213000,Powiat oświęcimski,2020,77893,73407,94.24
1213000,Powiat oświęcimski,2021,77365,72827,94.13
1213000,Powiat oświęcimski,2022,76911,72393,94.13
1213000,Powiat oświęcimski,2023,76526,71889,93.94
1213000,Powiat oświęcimski,2024,76194,71484,93.82
1214000,Powiat proszowicki,2013,22269,21595,96.97
1214000,Powiat proszowicki,2014,22269,21623,97.1
1214000,Powiat proszowicki,2015,22187,21529,97.03
1214000,Powiat proszowicki,2016,22163,21485,96.94
1214000,Powiat proszowicki,2017,22175,21483,96.88
1214000,Powiat proszowicki,2018,22077,21446,97.14
1214000,Powiat proszowicki,2019,21935,21287,97.05
1214000,Powiat proszowicki,2020,21658,21102,97.43
1214000,Powiat proszowicki,2021,21531,20991,97.49
1214000,Powiat proszowicki,2022,21397,20871,97.54
1214000,Powiat proszowicki,2023,21249,20756,97.68
1214000,Powiat proszowicki,2024,21263,20666,97.19
1215000,Powiat suski,2013,42433,41678,98.22
1215000,Powiat suski,2014,42459,41681,98.17
1215000,Powiat suski,2015,42475,41700,98.18
1215000,Powiat suski,2016,42439,41745,98.36
1215000,Powiat suski,2017,42542,41775,98.2
1215000,Powiat suski,2018,42461,41794,98.43
1215000,Powiat suski,2019,42465,41767,98.36
1215000,Powiat suski,2020,42193,41236,97.73
1215000,Powiat suski,2021,42106,41108,97.63
1215000,Powiat suski,2022,42098,41029,97.46
1215000,Powiat suski,2023,41983,40903,97.43
1215000,Powiat suski,2024,41837,40709,97.3
1216000,Powiat tarnowski,2013,100574,99101,98.54
1216000,Powiat tarnowski,2014,100730,99355,98.63
1216000,Powiat tarnowski,2015,101034,99566,98.55
1216000,Powiat tarnowski,2016,101215,99671,98.47
1216000,Powiat tarnowski,2017,101460,99808,98.37
1216000,Powiat tarnowski,2018,101581,99989,98.43
1216000,Powiat tarnowski,2019,101588,99909,98.35
1216000,Powiat tarnowski,2020,100029,98496,98.47
1216000,Powiat tarnowski,2021,99684,98354,98.67
1216000,Powiat tarnowski,2022,99554,98163,98.6
1216000,Powiat tarnowski,2023,99446,97889,98.43
1216000,Powiat tarnowski,2024,99321,97798,98.47
1217000,Powiat tatrzański,2013,35162,32685,92.96
1217000,Powiat tatrzański,2014,35179,32672,92.87
1217000,Powiat tatrzański,2015,35174,32710,92.99
1217000,Powiat tatrzański,2016,35149,32756,93.19
1217000,Powiat tatrzański,2017,35236,32798,93.08
1217000,Powiat tatrzański,2018,35274,32872,93.19
1217000,Powiat tatrzański,2019,35235,32837,93.19
1217000,Powiat tatrzański,2020,34666,32362,93.35
1217000,Powiat tatrzański,2021,34484,32217,93.43
1217000,Powiat tatrzański,2022,34420,32146,93.39
1217000,Powiat tatrzański,2023,34418,32060,93.15
1217000,Powiat tatrzański,2024,34371,31975,93.03
1218000,Powiat wadowicki,2013,81065,77918,96.12
1218000,Powiat wadowicki,2014,81210,78023,96.08
1218000,Powiat wadowicki,2015,81377,78161,96.05
1218000,Powiat wadowicki,2016,81438,78235,96.07
1218000,Powiat wadowicki,2017,81540,78398,96.15
1218000,Powiat wadowicki,2018,81624,78506,96.18
1218000,Powiat wadowicki,2019,81479,78527,96.38
1218000,Powiat wadowicki,2020,80831,77933,96.41
1218000,Powiat wadowicki,2021,80573,77657,96.38
1218000,Powiat wadowicki,2022,80409,77446,96.32
1218000,Powiat wadowicki,2023,80205,77268,96.34
1218000,Powiat wadowicki,2024,80021,77078,96.32
1219000,Powiat wielicki,2013,60694,57859,95.33
1219000,Powiat wielicki,2014,61465,58599,95.34
1219000,Powiat wielicki,2015,62188,59346,95.43
1219000,Powiat wielicki,2016,63058,60193,95.46
1219000,Powiat wielicki,2017,64086,61111,95.36
1219000,Powiat wielicki,2018,65040,62038,95.38
1219000,Powiat wielicki,2019,66096,63040,95.38
1219000,Powiat wielicki,2020,70547,67968,96.34
1219000,Powiat wielicki,2021,71442,68849,96.37
1219000,Powiat wielicki,2022,72262,69782,96.57
1219000,Powiat wielicki,2023,73130,70498,96.4
1219000,Powiat wielicki,2024,73950,71326,96.45
1261000,Powiat m. Kraków,2013,405368,353624,87.24
1261000,Powiat m. Kraków,2014,406631,355242,87.36
1261000,Powiat m. Kraków,2015,406115,354954,87.4
1261000,Powiat m. Kraków,2016,408223,357097,87.48
1261000,Powiat m. Kraków,2017,409210,358138,87.52
1261000,Powiat m. Kraków,2018,411204,359865,87.51
1261000,Powiat m. Kraków,2019,415628,363487,87.45
1261000,Powiat m. Kraków,2020,426639,373892,87.64
1261000,Powiat m. Kraków,2021,427768,374815,87.62
1261000,Powiat m. Kraków,2022,428411,374871,87.5
1261000,Powiat m. Kraków,2023,429922,376279,87.52
1261000,Powiat m. Kraków,2024,431256,377912,87.63
1262000,Powiat m. Nowy Sącz,2013,43789,40154,91.7
1262000,Powiat m. Nowy Sącz,2014,43745,40108,91.69
1262000,Powiat m. Nowy Sącz,2015,43775,40128,91.67
1262000,Powiat m. Nowy Sącz,2016,43856,40137,91.52
1262000,Powiat m. Nowy Sącz,2017,43890,40151,91.48
1262000,Powiat m. Nowy Sącz,2018,43736,40160,91.82
1262000,Powiat m. Nowy Sącz,2019,43646,40148,91.99
1262000,Powiat m. Nowy Sącz,2020,42507,38928,91.58
1262000,Powiat m. Nowy Sącz,2021,42268,38711,91.58
1262000,Powiat m. Nowy Sącz,2022,42094,38493,91.45
1262000,Powiat m. Nowy Sącz,2023,42017,38341,91.25
1262000,Powiat m. Nowy Sącz,2024,41751,38070,91.18
1263000,Powiat m. Tarnów,2013,59110,53010,89.68
1263000,Powiat m. Tarnów,2014,58740,52636,89.61
1263000,Powiat m. Tarnów,2015,58334,52310,89.67
1263000,Powiat m. Tarnów,2016,58086,52024,89.56
1263000,Powiat m. Tarnów,2017,57839,51811,89.58
1263000,Powiat m. Tarnów,2018,57540,51522,89.54
1263000,Powiat m. Tarnów,2019,57214,51256,89.59
1263000,Powiat m. Tarnów,2020,56343,50253,89.19
1263000,Powiat m. Tarnów,2021,55609,49405,88.84
1263000,Powiat m. Tarnów,2022,55112,48848,88.63
1263000,Powiat m. Tarnów,2023,54664,48465,88.66
1263000,Powiat m. Tarnów,2024,54196,47927,88.43
1401000,Powiat białobrzeski,2013,16684,16985,101.8
1401000,Powiat białobrzeski,2014,16646,16953,101.84
1401000,Powiat białobrzeski,2015,16621,16948,101.97
1401000,Powiat białobrzeski,2016,16570,16953,102.31
1401000,Powiat białobrzeski,2017,16596,16946,102.11
1401000,Powiat białobrzeski,2018,16603,16948,102.08
1401000,Powiat białobrzeski,2019,16541,16869,101.98
1401000,Powiat białobrzeski,2020,16352,16574,101.36
1401000,Powiat białobrzeski,2021,16242,16470,101.4
1401000,Powiat białobrzeski,2022,16186,16428,101.5
1401000,Powiat białobrzeski,2023,16153,16367,101.32
1401000,Powiat białobrzeski,2024,16060,16290,101.43
1402000,Powiat ciechanowski,2013,46260,44718,96.67
1402000,Powiat ciechanowski,2014,46109,44594,96.71
1402000,Powiat ciechanowski,2015,45951,44376,96.57
1402000,Powiat ciechanowski,2016,45932,44332,96.52
1402000,Powiat ciechanowski,2017,45742,44234,96.7
1402000,Powiat ciechanowski,2018,45590,44080,96.69
1402000,Powiat ciechanowski,2019,45434,43989,96.82
1402000,Powiat ciechanowski,2020,44176,42801,96.89
1402000,Powiat ciechanowski,2021,43800,42419,96.85
1402000,Powiat ciechanowski,2022,43520,42107,96.75
1402000,Powiat ciechanowski,2023,43344,41823,96.49
1402000,Powiat ciechanowski,2024,43089,41476,96.26
1403000,Powiat garwoliński,2013,54692,53870,98.5
1403000,Powiat garwoliński,2014,54711,53943,98.6
1403000,Powiat garwoliński,2015,54720,54020,98.72
1403000,Powiat garwoliński,2016,54756,54087,98.78
1403000,Powiat garwoliński,2017,54830,54151,98.76
1403000,Powiat garwoliński,2018,54827,54166,98.79
1403000,Powiat garwoliński,2019,54869,54112,98.62
1403000,Powiat garwoliński,2020,53635,52729,98.31
1403000,Powiat garwoliński,2021,53371,52589,98.53
1403000,Powiat garwoliński,2022,53215,52405,98.48
1403000,Powiat garwoliński,2023,53185,52325,98.38
1403000,Powiat garwoliński,2024,53070,52143,98.25
1404000,Powiat gostyniński,2013,23905,22612,94.59
1404000,Powiat gostyniński,2014,23746,22475,94.65
1404000,Powiat gostyniński,2015,23593,22399,94.94
1404000,Powiat gostyniński,2016,23428,22254,94.99
1404000,Powiat gostyniński,2017,23348,22113,94.71
1404000,Powiat gostyniński,2018,23179,22024,95.02
1404000,Powiat gostyniński,2019,23066,21833,94.65
1404000,Powiat gostyniński,2020,22401,21100,94.19
1404000,Powiat gostyniński,2021,22181,20889,94.18
1404000,Powiat gostyniński,2022,21950,20683,94.23
1404000,Powiat gostyniński,2023,21745,20493,94.24
1404000,Powiat gostyniński,2024,21509,20247,94.13
1405000,Powiat grodziski,2013,46291,42343,91.47
1405000,Powiat grodziski,2014,46799,42864,91.59
1405000,Powiat grodziski,2015,47260,43396,91.82
1405000,Powiat grodziski,2016,47726,43921,92.03
1405000,Powiat grodziski,2017,48333,44514,92.1
1405000,Powiat grodziski,2018,48987,45104,92.07
1405000,Powiat grodziski,2019,49975,45988,92.02
1405000,Powiat grodziski,2020,52680,48943,92.91
1405000,Powiat grodziski,2021,53438,49668,92.95
1405000,Powiat grodziski,2022,54169,50265,92.79
1405000,Powiat grodziski,2023,54783,50924,92.96
1405000,Powiat grodziski,2024,55369,51604,93.2
1406000,Powiat grójecki,2013,50073,48636,97.13
1406000,Powiat grójecki,2014,50076,48594,97.04
1406000,Powiat grójecki,2015,50095,48524,96.86
1406000,Powiat grójecki,2016,50095,48464,96.74
1406000,Powiat grójecki,2017,50150,48551,96.81
1406000,Powiat grójecki,2018,50060,48391,96.67
1406000,Powiat grójecki,2019,50051,48260,96.42
1406000,Powiat grójecki,2020,49946,48359,96.82
1406000,Powiat grójecki,2021,49671,48057,96.75
1406000,Powiat grójecki,2022,49496,47899,96.77
1406000,Powiat grójecki,2023,49306,47723,96.79
1406000,Powiat grójecki,2024,49146,47516,96.68
1407000,Powiat kozienicki,2013,31251,30849,98.71
1407000,Powiat kozienicki,2014,31043,30679,98.83
1407000,Powiat kozienicki,2015,30846,30473,98.79
1407000,Powiat kozienicki,2016,30723,30322,98.69
1407000,Powiat kozienicki,2017,30569,30130,98.56
1407000,Powiat kozienicki,2018,30459,30013,98.54
1407000,Powiat kozienicki,2019,30216,29781,98.56
1407000,Powiat kozienicki,2020,29534,28779,97.44
1407000,Powiat kozienicki,2021,29364,28549,97.22
1407000,Powiat kozienicki,2022,29192,28331,97.05
1407000,Powiat kozienicki,2023,29044,28109,96.78
1407000,Powiat kozienicki,2024,28886,27868,96.48
1408000,Powiat legionowski,2013,57428,53621,93.37
1408000,Powiat legionowski,2014,58118,54108,93.1
1408000,Powiat legionowski,2015,58612,54630,93.21
1408000,Powiat legionowski,2016,59220,55201,93.21
1408000,Powiat legionowski,2017,59696,55688,93.29
1408000,Powiat legionowski,2018,60428,56347,93.25
1408000,Powiat legionowski,2019,61404,57181,93.12
1408000,Powiat legionowski,2020,65632,61467,93.65
1408000,Powiat legionowski,2021,66552,62285,93.59
1408000,Powiat legionowski,2022,67259,63019,93.7
1408000,Powiat legionowski,2023,68146,63701,93.48
1408000,Powiat legionowski,2024,68801,64296,93.45
1409000,Powiat lipski,2013,17895,17669,98.74
1409000,Powiat lipski,2014,17778,17531,98.61
1409000,Powiat lipski,2015,17644,17419,98.72
1409000,Powiat lipski,2016,17519,17324,98.89
1409000,Powiat lipski,2017,17366,17130,98.64
1409000,Powiat lipski,2018,17233,16981,98.54
1409000,Powiat lipski,2019,17078,16796,98.35
1409000,Powiat lipski,2020,16448,16124,98.03
1409000,Powiat lipski,2021,16196,15895,98.14
1409000,Powiat lipski,2022,16065,15774,98.19
1409000,Powiat lipski,2023,15936,15625,98.05
1409000,Powiat lipski,2024,15784,15467,97.99
1410000,Powiat łosicki,2013,16080,16021,99.63
1410000,Powiat łosicki,2014,16031,15942,99.44
1410000,Powiat łosicki,2015,15938,15837,99.37
1410000,Powiat łosicki,2016,15826,15718,99.32
1410000,Powiat łosicki,2017,15732,15603,99.18
1410000,Powiat łosicki,2018,15581,15442,99.11
1410000,Powiat łosicki,2019,15454,15320,99.13
1410000,Powiat łosicki,2020,14885,14851,99.77
1410000,Powiat łosicki,2021,14703,14642,99.59
1410000,Powiat łosicki,2022,14457,14484,100.19
1410000,Powiat łosicki,2023,14299,14329,100.21
1410000,Powiat łosicki,2024,14134,14204,100.5
1411000,Powiat makowski,2013,23394,23183,99.1
1411000,Powiat makowski,2014,23291,23074,99.07
1411000,Powiat makowski,2015,23107,22907,99.13
1411000,Powiat makowski,2016,22945,22880,99.72
1411000,Powiat makowski,2017,22848,22732,99.49
1411000,Powiat makowski,2018,22634,22613,99.91
1411000,Powiat makowski,2019,22437,22455,100.08
1411000,Powiat makowski,2020,21530,21426,99.52
1411000,Powiat makowski,2021,21334,21132,99.05
1411000,Powiat makowski,2022,21174,20935,98.87
1411000,Powiat makowski,2023,20986,20750,98.88
1411000,Powiat makowski,2024,20739,20515,98.92
1412000,Powiat miński,2013,76792,73105,95.2
1412000,Powiat miński,2014,77306,73583,95.18
1412000,Powiat miński,2015,77660,73860,95.11
1412000,Powiat miński,2016,78132,74136,94.89
1412000,Powiat miński,2017,78389,74556,95.11
1412000,Powiat miński,2018,78821,75003,95.16
1412000,Powiat miński,2019,79141,75385,95.25
1412000,Powiat miński,2020,81087,77552,95.64
1412000,Powiat miński,2021,81176,77660,95.67
1412000,Powiat miński,2022,81263,77771,95.7
1412000,Powiat miński,2023,81504,77884,95.56
1412000,Powiat miński,2024,81617,77918,95.47
1413000,Powiat mławski,2013,37672,36370,96.54
1413000,Powiat mławski,2014,37618,36269,96.41
1413000,Powiat mławski,2015,37559,36199,96.38
1413000,Powiat mławski,2016,37581,36119,96.11
1413000,Powiat mławski,2017,37389,35987,96.25
1413000,Powiat mławski,2018,37259,35843,96.2
1413000,Powiat mławski,2019,37036,35590,96.1
1413000,Powiat mławski,2020,35917,34554,96.21
1413000,Powiat mławski,2021,35605,34251,96.2
1413000,Powiat mławski,2022,35418,34103,96.29
1413000,Powiat mławski,2023,35189,33885,96.29
1413000,Powiat mławski,2024,34951,33605,96.15
1414000,Powiat nowodworski,2013,40123,38377,95.65
1414000,Powiat nowodworski,2014,40180,38513,95.85
1414000,Powiat nowodworski,2015,40244,38566,95.83
1414000,Powiat nowodworski,2016,40360,38664,95.8
1414000,Powiat nowodworski,2017,40566,38732,95.48
1414000,Powiat nowodworski,2018,40575,38716,95.42
1414000,Powiat nowodworski,2019,40630,38748,95.37
1414000,Powiat nowodworski,2020,40905,39149,95.71
1414000,Powiat nowodworski,2021,40739,39012,95.76
1414000,Powiat nowodworski,2022,40743,38976,95.66
1414000,Powiat nowodworski,2023,40642,38929,95.79
1414000,Powiat nowodworski,2024,40495,38856,95.95
1415000,Powiat ostrołęcki,2013,43445,44671,102.82
1415000,Powiat ostrołęcki,2014,43619,44794,102.69
1415000,Powiat ostrołęcki,2015,43582,44796,102.79
1415000,Powiat ostrołęcki,2016,43795,44996,102.74
1415000,Powiat ostrołęcki,2017,43827,45117,102.94
1415000,Powiat ostrołęcki,2018,43800,44935,102.59
1415000,Powiat ostrołęcki,2019,43688,44966,102.93
1415000,Powiat ostrołęcki,2020,43111,44448,103.1
1415000,Powiat ostrołęcki,2021,43128,44368,102.88
1415000,Powiat ostrołęcki,2022,43164,44339,102.72
1415000,Powiat ostrołęcki,2023,43136,44358,102.83
1415000,Powiat ostrołęcki,2024,43127,44270,102.65
1416000,Powiat ostrowski,2013,37638,37045,98.42
1416000,Powiat ostrowski,2014,37475,36873,98.39
1416000,Powiat ostrowski,2015,37255,36656,98.39
1416000,Powiat ostrowski,2016,37081,36481,98.38
1416000,Powiat ostrowski,2017,36962,36322,98.27
1416000,Powiat ostrowski,2018,36739,36043,98.11
1416000,Powiat ostrowski,2019,36544,35784,97.92
1416000,Powiat ostrowski,2020,35497,34612,97.51
1416000,Powiat ostrowski,2021,35210,34290,97.39
1416000,Powiat ostrowski,2022,34926,33955,97.22
1416000,Powiat ostrowski,2023,34710,33702,97.1
1416000,Powiat ostrowski,2024,34462,33392,96.9
1417000,Powiat otwocki,2013,63755,58587,91.89
1417000,Powiat otwocki,2014,64029,58825,91.87
1417000,Powiat otwocki,2015,64147,58973,91.93
1417000,Powiat otwocki,2016,64386,59057,91.72
1417000,Powiat otwocki,2017,64506,59264,91.87
